Date,Signal,Forward_10d_Return,Hit,Largest_Beta_Driver,Largest_Beta,Largest_Beta_Abs,Driver_1_Name,Driver_1_Beta,Driver_2_Name,Driver_2_Beta,Driver_3_Name,Driver_3_Beta
2001-10-17,BUY,0.005183137525915482,True,2y yield,0.3126113607842179,0.3126113607842179,MSCI World - Wilshire,0.021441874873579358,Gold,0.20757179572574574,2y yield,0.3126113607842179
2001-10-19,BUY,0.02079553384508026,True,5y yield,1.2442827741195588,1.2442827741195588,MSCI World - Wilshire,0.005524223932761582,Gold,0.18672155969867843,5y yield,1.2442827741195588
2002-01-25,BUY,0.004828859536997632,True,Gold,0.24273038371384778,0.24273038371384778,MSCI World - Wilshire,0.13869572072723485,Gold,0.24273038371384778,,
2002-02-05,BUY,0.011089920180829216,True,MSCI World - Wilshire,0.2842369948569127,0.2842369948569127,MSCI World - Wilshire,0.2842369948569127,Gold,0.18927454165934984,,
2002-04-01,SELL,-0.002567305023591482,True,MSCI World - Wilshire,0.37569710574099724,0.37569710574099724,Gold,-0.06301619015208704,MSCI World - Wilshire,0.37569710574099724,,
2002-06-04,BUY,0.0224233696770213,True,5y yield,0.9234795921183727,0.9234795921183727,Gold,0.03725663725767941,MSCI World - Wilshire,0.38420776999960526,5y yield,0.9234795921183727
2002-06-06,BUY,0.026159008422926844,True,2y yield,0.8253446958029532,0.8253446958029532,MSCI World - Wilshire,0.374191427857248,Gold,0.007525959205517754,2y yield,0.8253446958029532
2002-07-15,SELL,-0.003122610247259683,True,5y yield,1.3258241192286961,1.3258241192286961,Gold,-0.007947629362198326,MSCI World - Wilshire,0.22029458284023817,5y yield,1.3258241192286961
2002-07-25,SELL,-0.033198687200201915,True,Real 2y yield,-0.8941762133814716,0.8941762133814716,Gold,0.10018690913455802,MSCI World - Dow Jones,0.05610860789702486,Real 2y yield,-0.8941762133814716
2002-11-08,SELL,-0.007162153672174321,True,Real 2y yield,0.28024606365563287,0.28024606365563287,MSCI World - S&P500,0.19099200448155113,Gold,0.2148252075100553,Real 2y yield,0.28024606365563287
2002-11-26,BUY,0.01224069063265043,True,Gold,0.24120946718791095,0.24120946718791095,MSCI World - S&P500,0.1823907174625099,Gold,0.24120946718791095,Real 2y yield,-0.08693580425410796
2003-02-21,BUY,0.015389487017099412,True,Gold,0.17397310290093573,0.17397310290093573,Gold,0.17397310290093573,MSCI World - S&P500,0.15493755817606988,Real 2y yield,0.12190027003867593
2003-03-12,SELL,-0.023689922480620185,True,Gold,0.17075307067870724,0.17075307067870724,Gold,0.17075307067870724,MSCI World - S&P500,0.13663838382863944,Real 2y yield,0.13604823385083276
2003-07-14,BUY,0.008188585607940446,True,5y yield,0.511974506570705,0.511974506570705,Gold,0.2617391608544485,MSCI World - S&P500,0.20740117279769452,5y yield,0.511974506570705
2004-01-09,SELL,-0.011690209449585875,True,Gold,0.30103227957319506,0.30103227957319506,Local Index,-0.09119912107377862,Gold,0.30103227957319506,,
2005-03-16,SELL,-0.024866324040907384,True,2y yield,2.8413557381465884,2.8413557381465884,Gold,0.3883461671560521,MSCI World ex-US,0.29460746120147774,2y yield,2.8413557381465884
2005-03-22,SELL,-0.0025449339907747115,True,2y yield,3.230000605070917,3.230000605070917,Gold,0.4150033252981241,MSCI World ex-US,0.3074136302633654,2y yield,3.230000605070917
