Date,Actual_Price,Macro_Anchor_Price,Fair_Value_Price,Actual_Ret,Pred_Ret,Error,R2,Adj_R2,RMSE,Residual_STD,Window_Obs,Drivers_Used_Count,Drivers_Used,Intercept,Driver_1_Name,Driver_2_Name,Driver_3_Name,Driver_1_Beta,Driver_2_Beta,Driver_3_Beta,Recenter_Event,Cum_Error,Macro_Gap,Signal_Z,Error_Z,Signal,Days_In_Signal,Signal_Triggered,Forward_10d_Return,Hit,Largest_Beta_Driver,Largest_Beta,Largest_Beta_Abs,Position,Strategy_Daily_Return,Strategy_Equity_Curve,Strategy_Drawdown
2001-07-03,0.8484,0.8462385118092957,0.8462385118092957,0.0707463771990685,-0.2550973966179747,0.3258437738170432,0.1043388403520088,0.066225599515924,0.5903820662783945,0.5963759465091121,50,2,"MSCI World - S&P500, Gold",-0.10969941034425959,MSCI World - S&P500,Gold,,0.14239291190942982,0.16293808767188694,,True,,0.002161488190704386,,,NEUTRAL,0,False,0.013083451202263063,,Gold,0.16293808767188694,0.16293808767188694,0.0,0.0,1.0,0.0
2001-07-04,0.8463,0.845081458008818,0.845081458008818,-0.2478316014467074,-0.13682260029207835,-0.11100900115462906,0.1023197786963641,0.0641206203430178,0.5913308726577629,0.5973343856875184,50,2,"MSCI World - S&P500, Gold",-0.09849227336754063,MSCI World - S&P500,Gold,,0.14836399023359526,0.16006372661716997,,False,,0.0012185419911820983,,,NEUTRAL,0,False,0.03213990310764503,,Gold,0.16006372661716997,0.16006372661716997,0.0,-0.0,1.0,0.0
2001-07-05,0.8364,0.8424911457144677,0.8424911457144677,-1.1766939121581803,-0.3069870087859497,-0.8697069033722307,0.11643345047790121,0.07883487390249266,0.583470450819602,0.5893941605664466,50,2,"MSCI World - S&P500, Gold",-0.11174221827357501,MSCI World - S&P500,Gold,,0.18620186101154718,0.16770145752177248,,False,,-0.006091145714467672,,,NEUTRAL,0,False,0.04112864658058335,,MSCI World - S&P500,0.18620186101154718,0.18620186101154718,0.0,-0.0,1.0,0.0
2001-07-06,0.8476,0.8423785827265002,0.8423785827265002,1.3301858839665477,-0.013361625084099882,1.3435475090506475,0.11909084375784751,0.08160534774754313,0.5894729998769995,0.5954576507705761,50,2,"MSCI World - S&P500, Gold",-0.14210001360811186,MSCI World - S&P500,Gold,,0.17397308813320425,0.17375745072836637,,False,,0.005221417273499784,,,NEUTRAL,0,False,0.027725342142520093,,MSCI World - S&P500,0.17397308813320425,0.17397308813320425,0.0,0.0,1.0,0.0
2001-07-09,0.85,0.8415366909819368,0.8415366909819368,0.2827523090218081,-0.09999218224988599,0.3827444912716941,0.1186768336061641,0.0811737201425966,0.6010111782559691,0.6071129710195894,50,2,"MSCI World - S&P500, Gold",-0.09509552209426532,MSCI World - S&P500,Gold,,0.17610746161927085,0.17691769464847829,,False,,0.008463309018063137,,,NEUTRAL,0,False,0.022352941176470686,,Gold,0.17691769464847829,0.17691769464847829,0.0,0.0,1.0,0.0
2001-07-10,0.855,0.8419979588432787,0.8419979588432787,0.5865119452398093,0.05479755025321828,0.531714394986591,0.12037822911801721,0.08294751546346468,0.6018981716204626,0.6080089696237335,50,2,"MSCI World - S&P500, Gold",-0.08121274900514808,MSCI World - S&P500,Gold,,0.18320232269420722,0.1782565997587191,,False,,0.013002041156721322,,,NEUTRAL,0,False,0.02210526315789485,,MSCI World - S&P500,0.18320232269420722,0.18320232269420722,0.0,0.0,1.0,0.0
2001-07-11,0.8588,0.8419783899063025,0.8419783899063025,0.4434597067865753,-0.0023241344204789904,0.4457838412070543,0.1269955769785821,0.08984645259469193,0.6027209773982823,0.6088401289738704,50,2,"MSCI World - S&P500, Gold",-0.07745684111225598,MSCI World - S&P500,Gold,,0.22983917352411384,0.1767017748721615,,False,,0.016821610093697537,,,NEUTRAL,0,False,0.026199347927340355,,MSCI World - S&P500,0.22983917352411384,0.22983917352411384,0.0,0.0,1.0,0.0
2001-07-12,0.8536,0.8390969256604143,0.8390969256604143,-0.6073366017082332,-0.34281237028787653,-0.2645242314203567,0.1283841432112104,0.09129410675211291,0.605561841112245,0.6117098346832558,50,2,"MSCI World - S&P500, Gold",-0.07220917794966925,MSCI World - S&P500,Gold,,0.21995261960978607,0.18067922416215706,,False,,0.014503074339585753,,,NEUTRAL,0,False,0.02823336457357084,,MSCI World - S&P500,0.21995261960978607,0.21995261960978607,0.0,-0.0,1.0,0.0
2001-07-13,0.8547,0.8383802738729663,0.8383802738729663,0.1287830184428684,-0.08544400260673003,0.21422702104959845,0.14189639699384016,0.10538135005740779,0.6028708363726885,0.6089915093981907,50,2,"MSCI World - S&P500, Gold",-0.06590147582019656,MSCI World - S&P500,Gold,,0.25016224635935824,0.1848347090153443,,False,,0.016319726127033696,,,NEUTRAL,0,False,0.026559026559026533,,MSCI World - S&P500,0.25016224635935824,0.25016224635935824,0.0,0.0,1.0,0.0
2001-07-16,0.8522,0.8387172557515058,0.8387172557515058,-0.2929289106160693,0.04018631917608943,-0.33311522979215874,0.14616581960158415,0.10983245022292809,0.6000016982327966,0.6060932422055071,50,2,"MSCI World - S&P500, Gold",-0.07001823802550078,MSCI World - S&P500,Gold,,0.2630015204527334,0.1855655679483789,,False,0.1362899131510102,0.01348274424849416,,,NEUTRAL,0,False,0.025815536259094163,,MSCI World - S&P500,0.2630015204527334,0.2630015204527334,0.0,-0.0,1.0,0.0
2001-07-17,0.8595,0.8367581619332096,0.8367581619332096,0.8529583757092368,-0.2338553810396244,1.0868137567488612,0.1447647877718511,0.10837180001746172,0.6007339560766506,0.6068329343297446,50,2,"MSCI World - S&P500, Gold",-0.07209409543926786,MSCI World - S&P500,Gold,,0.2545382988477935,0.1859715565652147,,False,0.30911243016880124,0.02274183806679042,,,NEUTRAL,0,False,0.01966259453170438,,MSCI World - S&P500,0.2545382988477935,0.2545382988477935,0.0,0.0,1.0,0.0
2001-07-18,0.8735,0.8382478279871652,0.8382478279871652,1.615730475120733,0.17786998442595942,1.4378604906947736,0.12476835269490594,0.08752445280958276,0.6160506243356655,0.6223051057456506,50,2,"MSCI World - S&P500, Gold",-0.05111419645498412,MSCI World - S&P500,Gold,,0.1596818966634756,0.18831659384218788,,False,0.5143393502644326,0.035252172012834815,,,NEUTRAL,0,False,0.008586147681740153,,Gold,0.18831659384218788,0.18831659384218788,0.0,0.0,1.0,0.0
2001-07-19,0.8708,0.8376294350843918,0.8376294350843918,-0.3095800213718913,-0.07379931030348501,-0.23578071106840626,0.1431916242757899,0.10673169339390853,0.6466066441291033,0.6531713468913795,50,2,"MSCI World - S&P500, Gold",-0.01613489842257329,MSCI World - S&P500,Gold,,0.2160128847516277,0.21153400520573257,,False,0.37795388456755274,0.033170564915608214,,,NEUTRAL,0,False,0.014699127239320209,,MSCI World - S&P500,0.2160128847516277,0.2160128847516277,0.0,-0.0,1.0,0.0
2001-07-20,0.8711,0.8379176768887242,0.8379176768887242,0.0344451464453915,0.03440569413012841,3.945231526308879e-05,0.1478005834269811,0.11153677846642707,0.6422370634422061,0.6487574038418841,50,2,"MSCI World - S&P500, Gold",-0.007828950917095304,MSCI World - S&P500,Gold,,0.2377512337124012,0.2107763577478369,,False,0.309242169612591,0.03318232311127578,,,NEUTRAL,0,False,0.015268051888416956,,MSCI World - S&P500,0.2377512337124012,0.2377512337124012,0.0,0.0,1.0,0.0
2001-07-23,0.869,0.8378314333461635,0.8378314333461635,-0.2413655559454275,-0.010293133036457408,-0.2310724229089701,0.14610188997790008,0.10976580018972559,0.6367848710823105,0.6432498578561474,50,2,"MSCI World - S&P500, Gold",0.004008480120652256,MSCI World - S&P500,Gold,,0.23922118051048044,0.20680056040244324,,False,0.21100315279048895,0.031168566653836494,,,NEUTRAL,0,False,0.014154200230149572,,MSCI World - S&P500,0.23922118051048044,0.23922118051048044,0.0,-0.0,1.0,0.0
2001-07-24,0.8739,0.8396885237276809,0.8396885237276809,0.562282736810657,0.22140912629248455,0.34087361051817244,0.1454312214879523,0.1090665926150991,0.6375339283483799,0.6440065199594828,50,2,"MSCI World - S&P500, Gold",-0.001963977532656251,MSCI World - S&P500,Gold,,0.2364588375412863,0.20820495983234047,,False,0.23461596328643142,0.03421147627231913,,,NEUTRAL,0,False,0.004348323606820026,,MSCI World - S&P500,0.2364588375412863,0.2364588375412863,0.0,0.0,1.0,0.0
2001-07-25,0.8813,0.836592334191045,0.836592334191045,0.843213747211613,-0.36941220715265105,1.2126259543642641,0.14890848207127494,0.11269182173388237,0.6371095389810126,0.6435778219601558,50,2,"MSCI World - S&P500, Gold",-0.002650552254722759,MSCI World - S&P500,Gold,,0.23827159712789459,0.20990405808715112,,False,0.41243596166421914,0.04470766580895502,,,NEUTRAL,0,False,-0.001021218654260747,,MSCI World - S&P500,0.23827159712789459,0.23827159712789459,0.0,0.0,1.0,0.0
2001-07-26,0.8777,0.8352082199712278,0.8352082199712278,-0.4093240507542783,-0.16558369150167604,-0.24374035925260226,0.1179512396072473,0.08041724980330034,0.6547478884227825,0.6613952455304607,50,2,"MSCI World - S&P500, Gold",0.009297579243486216,MSCI World - S&P500,Gold,,0.2054822026997885,0.1862559324499145,,False,0.2931311760429789,0.042491780028772186,,,NEUTRAL,0,False,0.016634385325281942,,MSCI World - S&P500,0.2054822026997885,0.2054822026997885,0.0,-0.0,1.0,0.0
2001-07-27,0.8774,0.8364376536295333,0.8364376536295333,-0.0341860865958415,0.1470926228324224,-0.18127870942826388,0.12308559019668619,0.08577008339654513,0.654999347694438,0.6616492577535747,50,2,"MSCI World - S&P500, Gold",0.009323306142746252,MSCI World - S&P500,Gold,,0.2210866512653237,0.18922466455174022,,False,0.20687483323002565,0.040962346370466696,,,NEUTRAL,0,False,0.018235696375655364,,MSCI World - S&P500,0.2210866512653237,0.2210866512653237,0.0,-0.0,1.0,0.0
2001-07-30,0.8742,0.8348249986151971,0.8348249986151971,-0.3653806302899409,-0.19298648392359008,-0.1723941463663508,0.19490400062301305,0.16064459639420503,0.6273294122193815,0.6336984020258509,50,2,"MSCI World - S&P500, Gold",0.04297871980967338,MSCI World - S&P500,Gold,,0.15481466209451508,0.320240637373947,,False,0.13791683693977538,0.03937500138480288,,,NEUTRAL,0,False,0.025509036833676557,,Gold,0.320240637373947,0.320240637373947,0.0,-0.0,1.0,0.0
2001-07-31,0.8764,0.8369907003675068,0.8369907003675068,0.2513425292097276,0.2590839367111633,-0.007741407501435704,0.19158290458015048,0.157182177115476,0.6268456955202162,0.6332097743713466,50,2,"MSCI World - S&P500, Gold",0.04398633562616315,MSCI World - S&P500,Gold,,0.13750578198571917,0.32069200380422275,,False,0.11143351976864609,0.03940929963249318,,,NEUTRAL,0,False,0.030579643998174477,,Gold,0.32069200380422275,0.32069200380422275,0.0,0.0,1.0,0.0
2001-08-01,0.881,0.8387232828049345,0.8387232828049345,0.5235018214868103,0.2067874437067799,0.3167143777800304,0.2154953637501601,0.18211218773952853,0.5957837406098996,0.6018324615799244,50,2,"MSCI World - S&P500, Gold",0.07179293777697512,MSCI World - S&P500,Gold,,0.14967342945239706,0.3242007864300129,,False,0.14875731213435234,0.04227671719506554,,,NEUTRAL,0,False,0.03745743473325769,,Gold,0.3242007864300129,0.3242007864300129,0.0,0.0,1.0,0.0
2001-08-02,0.8836,0.8405190200001118,0.8405190200001118,0.2946845609782658,0.21387477872478952,0.08080978225347626,0.22548087686877938,0.192522616310004,0.5807969537184853,0.5866935206669005,50,2,"MSCI World - S&P500, Gold",0.09730803463763224,MSCI World - S&P500,Gold,,0.20686149573967533,0.3132925843016636,,False,0.13640321579237485,0.04308097999988825,,,NEUTRAL,0,False,0.03157537347215933,,Gold,0.3132925843016636,0.3132925843016636,0.0,0.0,1.0,0.0
2001-08-03,0.8844,0.8417263038137704,0.8417263038137704,0.0904977437329021,0.14353245675103865,-0.053034713018136545,0.2362119648698906,0.20371034635371565,0.5774057972968297,0.5832679353785907,50,2,"MSCI World - S&P500, Gold",0.0917129167816233,MSCI World - S&P500,Gold,,0.21550468663209685,0.32985058283874247,,False,0.1019599560086455,0.042673696186229515,,,NEUTRAL,0,False,0.03821800090456806,,Gold,0.32985058283874247,0.32985058283874247,0.0,0.0,1.0,0.0
2001-08-06,0.8813,0.8420953866212453,0.8420953866212453,-0.3511358877676451,0.043838705188618154,-0.39497459295626325,0.24370304384655883,0.21152019464854,0.5717131548065763,0.577517498081835,50,2,"MSCI World - S&P500, Gold",0.07959054633126775,MSCI World - S&P500,Gold,,0.1962643241495949,0.3381814088718993,,False,0.011608219833207548,0.039204613378754694,,,NEUTRAL,0,False,0.037558152728923266,,Gold,0.3381814088718993,0.3381814088718993,0.0,-0.0,1.0,0.0
2001-08-07,0.8777,0.842464999625151,0.842464999625151,-0.4093240507542783,0.04388242925034248,-0.45320648000462077,0.24300049074963082,0.21078774567514702,0.5738403459593978,0.5796662856376066,50,2,"MSCI World - S&P500, Gold",0.07529574683491898,MSCI World - S&P500,Gold,,0.18194220767121302,0.3417874630156485,,False,-0.07290354377367034,0.03523500037484906,,,NEUTRAL,0,False,0.046143329155748036,,Gold,0.3417874630156485,0.3417874630156485,0.0,-0.0,1.0,0.0
2001-08-08,0.8804,0.8443524367074197,0.8443524367074197,0.3071500054234594,0.2237868579390007,0.0833631474844587,0.22986602117430688,0.1970943625008731,0.576658459406904,0.5825130101074418,50,2,"MSCI World - S&P500, Gold",0.0699989680153254,MSCI World - S&P500,Gold,,0.1910192981231912,0.3341622321587114,,False,-0.044491418090374144,0.0360475632925803,,,NEUTRAL,0,False,0.038618809631985496,,Gold,0.3341622321587114,0.3341622321587114,0.0,0.0,1.0,0.0
